"table_name","column_name","data_type","is_nullable","column_default","rls_enabled","policyname","action","roles","using_expression","check_expression","foreign_table","foreign_column"
"anomalie","date_detection","timestamp with time zone","NO","now()","f",,,,,,"poste","id"
"anomalie","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste","id"
"anomalie","niveau","character varying","NO","'WARNING'::character varying","f",,,,,,"poste","id"
"anomalie","poste_id","uuid","YES",,"f",,,,,,"poste","id"
"anomalie","resolue","boolean","NO","false","f",,,,,,"poste","id"
"anomalie","type_anomalie","character varying","NO",,"f",,,,,,"poste","id"
"anomalie","valeur_attendue","text","YES",,"f",,,,,,"poste","id"
"anomalie","valeur_source","text","YES",,"f",,,,,,"poste","id"
"bouclage","actif","boolean","NO","false","f",,,,,,"referentiel_depart","code"
"bouclage","actif","boolean","NO","false","f",,,,,,"referentiel_depart","code"
"bouclage","actif","boolean","NO","false","f",,,,,,"omt","id"
"bouclage","actif","boolean","NO","false","f",,,,,,"point_ouverture","id"
"bouclage","actif","boolean","NO","false","f",,,,,,"poste","id"
"bouclage","actif","boolean","NO","false","f",,,,,,"poste","id"
"bouclage","confirme_par_pdf","boolean","NO","false","f",,,,,,"point_ouverture","id"
"bouclage","confirme_par_pdf","boolean","NO","false","f",,,,,,"poste","id"
"bouclage","confirme_par_pdf","boolean","NO","false","f",,,,,,"referentiel_depart","code"
"bouclage","confirme_par_pdf","boolean","NO","false","f",,,,,,"referentiel_depart","code"
"bouclage","confirme_par_pdf","boolean","NO","false","f",,,,,,"poste","id"
"bouclage","confirme_par_pdf","boolean","NO","false","f",,,,,,"omt","id"
"bouclage","depart_a","character varying","YES",,"f",,,,,,"poste","id"
"bouclage","depart_a","character varying","YES",,"f",,,,,,"point_ouverture","id"
"bouclage","depart_a","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","depart_a","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","depart_a","character varying","YES",,"f",,,,,,"poste","id"
"bouclage","depart_a","character varying","YES",,"f",,,,,,"omt","id"
"bouclage","depart_b","character varying","YES",,"f",,,,,,"omt","id"
"bouclage","depart_b","character varying","YES",,"f",,,,,,"poste","id"
"bouclage","depart_b","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","depart_b","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","depart_b","character varying","YES",,"f",,,,,,"poste","id"
"bouclage","depart_b","character varying","YES",,"f",,,,,,"point_ouverture","id"
"bouclage","id","uuid","NO","gen_random_uuid()","f",,,,,,"omt","id"
"bouclage","id","uuid","NO","gen_random_uuid()","f",,,,,,"referentiel_depart","code"
"bouclage","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste","id"
"bouclage","id","uuid","NO","gen_random_uuid()","f",,,,,,"point_ouverture","id"
"bouclage","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste","id"
"bouclage","id","uuid","NO","gen_random_uuid()","f",,,,,,"referentiel_depart","code"
"bouclage","omt_id","uuid","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","omt_id","uuid","YES",,"f",,,,,,"poste","id"
"bouclage","omt_id","uuid","YES",,"f",,,,,,"point_ouverture","id"
"bouclage","omt_id","uuid","YES",,"f",,,,,,"omt","id"
"bouclage","omt_id","uuid","YES",,"f",,,,,,"poste","id"
"bouclage","omt_id","uuid","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","point_contact","character varying","YES",,"f",,,,,,"point_ouverture","id"
"bouclage","point_contact","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","point_contact","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","point_contact","character varying","YES",,"f",,,,,,"poste","id"
"bouclage","point_contact","character varying","YES",,"f",,,,,,"poste","id"
"bouclage","point_contact","character varying","YES",,"f",,,,,,"omt","id"
"bouclage","point_ouverture_id","uuid","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","point_ouverture_id","uuid","YES",,"f",,,,,,"point_ouverture","id"
"bouclage","point_ouverture_id","uuid","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","point_ouverture_id","uuid","YES",,"f",,,,,,"poste","id"
"bouclage","point_ouverture_id","uuid","YES",,"f",,,,,,"poste","id"
"bouclage","point_ouverture_id","uuid","YES",,"f",,,,,,"omt","id"
"bouclage","poste_a_id","uuid","YES",,"f",,,,,,"poste","id"
"bouclage","poste_a_id","uuid","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","poste_a_id","uuid","YES",,"f",,,,,,"point_ouverture","id"
"bouclage","poste_a_id","uuid","YES",,"f",,,,,,"omt","id"
"bouclage","poste_a_id","uuid","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","poste_a_id","uuid","YES",,"f",,,,,,"poste","id"
"bouclage","poste_b_id","uuid","YES",,"f",,,,,,"poste","id"
"bouclage","poste_b_id","uuid","YES",,"f",,,,,,"point_ouverture","id"
"bouclage","poste_b_id","uuid","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","poste_b_id","uuid","YES",,"f",,,,,,"omt","id"
"bouclage","poste_b_id","uuid","YES",,"f",,,,,,"poste","id"
"bouclage","poste_b_id","uuid","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","remarque","text","YES",,"f",,,,,,"poste","id"
"bouclage","remarque","text","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","remarque","text","YES",,"f",,,,,,"point_ouverture","id"
"bouclage","remarque","text","YES",,"f",,,,,,"omt","id"
"bouclage","remarque","text","YES",,"f",,,,,,"poste","id"
"bouclage","remarque","text","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","statut_exploitation","character varying","YES","'NORMAL_OUVERT'::character varying","f",,,,,,"referentiel_depart","code"
"bouclage","statut_exploitation","character varying","YES","'NORMAL_OUVERT'::character varying","f",,,,,,"point_ouverture","id"
"bouclage","statut_exploitation","character varying","YES","'NORMAL_OUVERT'::character varying","f",,,,,,"omt","id"
"bouclage","statut_exploitation","character varying","YES","'NORMAL_OUVERT'::character varying","f",,,,,,"poste","id"
"bouclage","statut_exploitation","character varying","YES","'NORMAL_OUVERT'::character varying","f",,,,,,"poste","id"
"bouclage","statut_exploitation","character varying","YES","'NORMAL_OUVERT'::character varying","f",,,,,,"referentiel_depart","code"
"bouclage","type_bouclage","character varying","YES",,"f",,,,,,"poste","id"
"bouclage","type_bouclage","character varying","YES",,"f",,,,,,"point_ouverture","id"
"bouclage","type_bouclage","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","type_bouclage","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"bouclage","type_bouclage","character varying","YES",,"f",,,,,,"poste","id"
"bouclage","type_bouclage","character varying","YES",,"f",,,,,,"omt","id"
"cable","courant_a","numeric","YES",,"f",,,,,,"referentiel_depart","code"
"cable","courant_a","numeric","YES",,"f",,,,,,"poste_source","code"
"cable","courant_a","numeric","YES",,"f",,,,,,"poste","id"
"cable","courant_a","numeric","YES",,"f",,,,,,"poste","id"
"cable","depart","character varying","YES",,"f",,,,,,"poste_source","code"
"cable","depart","character varying","YES",,"f",,,,,,"poste","id"
"cable","depart","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"cable","depart","character varying","YES",,"f",,,,,,"poste","id"
"cable","etat","character varying","YES","'EN_SERVICE'::character varying","f",,,,,,"poste_source","code"
"cable","etat","character varying","YES","'EN_SERVICE'::character varying","f",,,,,,"referentiel_depart","code"
"cable","etat","character varying","YES","'EN_SERVICE'::character varying","f",,,,,,"poste","id"
"cable","etat","character varying","YES","'EN_SERVICE'::character varying","f",,,,,,"poste","id"
"cable","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste","id"
"cable","id","uuid","NO","gen_random_uuid()","f",,,,,,"referentiel_depart","code"
"cable","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste_source","code"
"cable","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste","id"
"cable","longueur_m","numeric","YES",,"f",,,,,,"referentiel_depart","code"
"cable","longueur_m","numeric","YES",,"f",,,,,,"poste","id"
"cable","longueur_m","numeric","YES",,"f",,,,,,"poste","id"
"cable","longueur_m","numeric","YES",,"f",,,,,,"poste_source","code"
"cable","nature","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"cable","nature","character varying","YES",,"f",,,,,,"poste","id"
"cable","nature","character varying","YES",,"f",,,,,,"poste","id"
"cable","nature","character varying","YES",,"f",,,,,,"poste_source","code"
"cable","poste_amont","uuid","YES",,"f",,,,,,"poste","id"
"cable","poste_amont","uuid","YES",,"f",,,,,,"poste","id"
"cable","poste_amont","uuid","YES",,"f",,,,,,"poste_source","code"
"cable","poste_amont","uuid","YES",,"f",,,,,,"referentiel_depart","code"
"cable","poste_aval","uuid","YES",,"f",,,,,,"poste","id"
"cable","poste_aval","uuid","YES",,"f",,,,,,"referentiel_depart","code"
"cable","poste_aval","uuid","YES",,"f",,,,,,"poste_source","code"
"cable","poste_aval","uuid","YES",,"f",,,,,,"poste","id"
"cable","poste_source","character varying","NO",,"f",,,,,,"referentiel_depart","code"
"cable","poste_source","character varying","NO",,"f",,,,,,"poste_source","code"
"cable","poste_source","character varying","NO",,"f",,,,,,"poste","id"
"cable","poste_source","character varying","NO",,"f",,,,,,"poste","id"
"cable","section_mm2","integer","YES",,"f",,,,,,"poste_source","code"
"cable","section_mm2","integer","YES",,"f",,,,,,"poste","id"
"cable","section_mm2","integer","YES",,"f",,,,,,"poste","id"
"cable","section_mm2","integer","YES",,"f",,,,,,"referentiel_depart","code"
"cumul_depart","date_calcul","timestamp with time zone","NO","now()","f",,,,,,"referentiel_depart","code"
"cumul_depart","depart","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"cumul_depart","id","uuid","NO","gen_random_uuid()","f",,,,,,"referentiel_depart","code"
"cumul_depart","nb_clients","integer","YES",,"f",,,,,,"referentiel_depart","code"
"cumul_depart","nb_postes","integer","YES",,"f",,,,,,"referentiel_depart","code"
"cumul_depart","puissance_kva","numeric","YES",,"f",,,,,,"referentiel_depart","code"
"depart_topologie","bout_bouclage","boolean","NO","false","f",,,,,,"poste_source","code"
"depart_topologie","bout_bouclage","boolean","NO","false","f",,,,,,"poste","id"
"depart_topologie","bout_bouclage","boolean","NO","false","f",,,,,,"referentiel_depart","code"
"depart_topologie","bout_bouclage","boolean","NO","false","f",,,,,,"poste","id"
"depart_topologie","commentaire","text","YES",,"f",,,,,,"referentiel_depart","code"
"depart_topologie","commentaire","text","YES",,"f",,,,,,"poste","id"
"depart_topologie","commentaire","text","YES",,"f",,,,,,"poste_source","code"
"depart_topologie","commentaire","text","YES",,"f",,,,,,"poste","id"
"depart_topologie","created_at","timestamp with time zone","NO","now()","f",,,,,,"poste","id"
"depart_topologie","created_at","timestamp with time zone","NO","now()","f",,,,,,"poste","id"
"depart_topologie","created_at","timestamp with time zone","NO","now()","f",,,,,,"poste_source","code"
"depart_topologie","created_at","timestamp with time zone","NO","now()","f",,,,,,"referentiel_depart","code"
"depart_topologie","depart","character varying","NO",,"f",,,,,,"referentiel_depart","code"
"depart_topologie","depart","character varying","NO",,"f",,,,,,"poste","id"
"depart_topologie","depart","character varying","NO",,"f",,,,,,"poste","id"
"depart_topologie","depart","character varying","NO",,"f",,,,,,"poste_source","code"
"depart_topologie","extremite_reseau","boolean","NO","false","f",,,,,,"poste","id"
"depart_topologie","extremite_reseau","boolean","NO","false","f",,,,,,"poste","id"
"depart_topologie","extremite_reseau","boolean","NO","false","f",,,,,,"referentiel_depart","code"
"depart_topologie","extremite_reseau","boolean","NO","false","f",,,,,,"poste_source","code"
"depart_topologie","id","uuid","NO","gen_random_uuid()","f",,,,,,"referentiel_depart","code"
"depart_topologie","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste_source","code"
"depart_topologie","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste","id"
"depart_topologie","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste","id"
"depart_topologie","nature_lien","character varying","NO","'TRONC'::character varying","f",,,,,,"poste","id"
"depart_topologie","nature_lien","character varying","NO","'TRONC'::character varying","f",,,,,,"referentiel_depart","code"
"depart_topologie","nature_lien","character varying","NO","'TRONC'::character varying","f",,,,,,"poste_source","code"
"depart_topologie","nature_lien","character varying","NO","'TRONC'::character varying","f",,,,,,"poste","id"
"depart_topologie","niveau_branche","integer","NO","0","f",,,,,,"referentiel_depart","code"
"depart_topologie","niveau_branche","integer","NO","0","f",,,,,,"poste","id"
"depart_topologie","niveau_branche","integer","NO","0","f",,,,,,"poste","id"
"depart_topologie","niveau_branche","integer","NO","0","f",,,,,,"poste_source","code"
"depart_topologie","ordre_principal","integer","YES",,"f",,,,,,"referentiel_depart","code"
"depart_topologie","ordre_principal","integer","YES",,"f",,,,,,"poste_source","code"
"depart_topologie","ordre_principal","integer","YES",,"f",,,,,,"poste","id"
"depart_topologie","ordre_principal","integer","YES",,"f",,,,,,"poste","id"
"depart_topologie","origine_validation","character varying","NO","'PDF'::character varying","f",,,,,,"poste","id"
"depart_topologie","origine_validation","character varying","NO","'PDF'::character varying","f",,,,,,"referentiel_depart","code"
"depart_topologie","origine_validation","character varying","NO","'PDF'::character varying","f",,,,,,"poste_source","code"
"depart_topologie","origine_validation","character varying","NO","'PDF'::character varying","f",,,,,,"poste","id"
"depart_topologie","parent_poste_id","uuid","YES",,"f",,,,,,"poste","id"
"depart_topologie","parent_poste_id","uuid","YES",,"f",,,,,,"poste_source","code"
"depart_topologie","parent_poste_id","uuid","YES",,"f",,,,,,"poste","id"
"depart_topologie","parent_poste_id","uuid","YES",,"f",,,,,,"referentiel_depart","code"
"depart_topologie","poste_id","uuid","NO",,"f",,,,,,"poste","id"
"depart_topologie","poste_id","uuid","NO",,"f",,,,,,"poste_source","code"
"depart_topologie","poste_id","uuid","NO",,"f",,,,,,"referentiel_depart","code"
"depart_topologie","poste_id","uuid","NO",,"f",,,,,,"poste","id"
"depart_topologie","poste_source","character varying","NO",,"f",,,,,,"referentiel_depart","code"
"depart_topologie","poste_source","character varying","NO",,"f",,,,,,"poste_source","code"
"depart_topologie","poste_source","character varying","NO",,"f",,,,,,"poste","id"
"depart_topologie","poste_source","character varying","NO",,"f",,,,,,"poste","id"
"depart_topologie","rang_branche","integer","YES",,"f",,,,,,"poste","id"
"depart_topologie","rang_branche","integer","YES",,"f",,,,,,"poste","id"
"depart_topologie","rang_branche","integer","YES",,"f",,,,,,"referentiel_depart","code"
"depart_topologie","rang_branche","integer","YES",,"f",,,,,,"poste_source","code"
"depart_topologie","updated_at","timestamp with time zone","NO","now()","f",,,,,,"referentiel_depart","code"
"depart_topologie","updated_at","timestamp with time zone","NO","now()","f",,,,,,"poste","id"
"depart_topologie","updated_at","timestamp with time zone","NO","now()","f",,,,,,"poste","id"
"depart_topologie","updated_at","timestamp with time zone","NO","now()","f",,,,,,"poste_source","code"
"depart_topologie","validation_statut","character varying","NO","'AUTO'::character varying","f",,,,,,"referentiel_depart","code"
"depart_topologie","validation_statut","character varying","NO","'AUTO'::character varying","f",,,,,,"poste","id"
"depart_topologie","validation_statut","character varying","NO","'AUTO'::character varying","f",,,,,,"poste","id"
"depart_topologie","validation_statut","character varying","NO","'AUTO'::character varying","f",,,,,,"poste_source","code"
"document","chemin","text","YES",,"f",,,,,,"poste","id"
"document","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste","id"
"document","nom","character varying","YES",,"f",,,,,,"poste","id"
"document","poste_id","uuid","YES",,"f",,,,,,"poste","id"
"document","type","character varying","YES",,"f",,,,,,"poste","id"
"document_marche","commentaire","text","YES",,"f",,,,,,"poste_source","code"
"document_marche","commentaire","text","YES",,"f",,,,,,"utilisateur","id"
"document_marche","created_at","timestamp with time zone","NO","now()","f",,,,,,"poste_source","code"
"document_marche","created_at","timestamp with time zone","NO","now()","f",,,,,,"utilisateur","id"
"document_marche","date_document","date","YES",,"f",,,,,,"poste_source","code"
"document_marche","date_document","date","YES",,"f",,,,,,"utilisateur","id"
"document_marche","id","uuid","NO","gen_random_uuid()","f",,,,,,"utilisateur","id"
"document_marche","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste_source","code"
"document_marche","poste_source","character varying","YES",,"f",,,,,,"utilisateur","id"
"document_marche","poste_source","character varying","YES",,"f",,,,,,"poste_source","code"
"document_marche","redacteur_id","uuid","YES",,"f",,,,,,"poste_source","code"
"document_marche","redacteur_id","uuid","YES",,"f",,,,,,"utilisateur","id"
"document_marche","reference_document","character varying","YES",,"f",,,,,,"utilisateur","id"
"document_marche","reference_document","character varying","YES",,"f",,,,,,"poste_source","code"
"document_marche","statut_document","character varying","NO","'BROUILLON'::character varying","f",,,,,,"utilisateur","id"
"document_marche","statut_document","character varying","NO","'BROUILLON'::character varying","f",,,,,,"poste_source","code"
"document_marche","titre","character varying","NO",,"f",,,,,,"utilisateur","id"
"document_marche","titre","character varying","NO",,"f",,,,,,"poste_source","code"
"document_marche","type_document","character varying","NO",,"f",,,,,,"poste_source","code"
"document_marche","type_document","character varying","NO",,"f",,,,,,"utilisateur","id"
"document_marche","url_document","text","YES",,"f",,,,,,"poste_source","code"
"document_marche","url_document","text","YES",,"f",,,,,,"utilisateur","id"
"document_marche","version_doc","character varying","YES",,"f",,,,,,"utilisateur","id"
"document_marche","version_doc","character varying","YES",,"f",,,,,,"poste_source","code"
"fibre_segment","commentaire","text","YES",,"f",,,,,,"referentiel_depart","code"
"fibre_segment","commentaire","text","YES",,"f",,,,,,"poste_source","code"
"fibre_segment","commentaire","text","YES",,"f",,,,,,"poste","id"
"fibre_segment","commentaire","text","YES",,"f",,,,,,"poste","id"
"fibre_segment","coordonnees","jsonb","YES",,"f",,,,,,"poste_source","code"
"fibre_segment","coordonnees","jsonb","YES",,"f",,,,,,"poste","id"
"fibre_segment","coordonnees","jsonb","YES",,"f",,,,,,"referentiel_depart","code"
"fibre_segment","coordonnees","jsonb","YES",,"f",,,,,,"poste","id"
"fibre_segment","created_at","timestamp with time zone","NO","now()","f",,,,,,"poste_source","code"
"fibre_segment","created_at","timestamp with time zone","NO","now()","f",,,,,,"poste","id"
"fibre_segment","created_at","timestamp with time zone","NO","now()","f",,,,,,"poste","id"
"fibre_segment","created_at","timestamp with time zone","NO","now()","f",,,,,,"referentiel_depart","code"
"fibre_segment","date_pose","date","YES",,"f",,,,,,"referentiel_depart","code"
"fibre_segment","date_pose","date","YES",,"f",,,,,,"poste_source","code"
"fibre_segment","date_pose","date","YES",,"f",,,,,,"poste","id"
"fibre_segment","date_pose","date","YES",,"f",,,,,,"poste","id"
"fibre_segment","depart","character varying","YES",,"f",,,,,,"poste","id"
"fibre_segment","depart","character varying","YES",,"f",,,,,,"poste","id"
"fibre_segment","depart","character varying","YES",,"f",,,,,,"poste_source","code"
"fibre_segment","depart","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"fibre_segment","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste_source","code"
"fibre_segment","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste","id"
"fibre_segment","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste","id"
"fibre_segment","id","uuid","NO","gen_random_uuid()","f",,,,,,"referentiel_depart","code"
"fibre_segment","longueur_m","numeric","YES",,"f",,,,,,"poste","id"
"fibre_segment","longueur_m","numeric","YES",,"f",,,,,,"referentiel_depart","code"
"fibre_segment","longueur_m","numeric","YES",,"f",,,,,,"poste","id"
"fibre_segment","longueur_m","numeric","YES",,"f",,,,,,"poste_source","code"
"fibre_segment","nb_fibres","smallint","NO","6","f",,,,,,"poste_source","code"
"fibre_segment","nb_fibres","smallint","NO","6","f",,,,,,"referentiel_depart","code"
"fibre_segment","nb_fibres","smallint","NO","6","f",,,,,,"poste","id"
"fibre_segment","nb_fibres","smallint","NO","6","f",,,,,,"poste","id"
"fibre_segment","nom","character varying","YES",,"f",,,,,,"poste","id"
"fibre_segment","nom","character varying","YES",,"f",,,,,,"poste_source","code"
"fibre_segment","nom","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"fibre_segment","nom","character varying","YES",,"f",,,,,,"poste","id"
"fibre_segment","poste_amont_id","uuid","YES",,"f",,,,,,"poste","id"
"fibre_segment","poste_amont_id","uuid","YES",,"f",,,,,,"referentiel_depart","code"
"fibre_segment","poste_amont_id","uuid","YES",,"f",,,,,,"poste","id"
"fibre_segment","poste_amont_id","uuid","YES",,"f",,,,,,"poste_source","code"
"fibre_segment","poste_aval_id","uuid","YES",,"f",,,,,,"poste","id"
"fibre_segment","poste_aval_id","uuid","YES",,"f",,,,,,"poste_source","code"
"fibre_segment","poste_aval_id","uuid","YES",,"f",,,,,,"referentiel_depart","code"
"fibre_segment","poste_aval_id","uuid","YES",,"f",,,,,,"poste","id"
"fibre_segment","poste_source","character varying","NO",,"f",,,,,,"poste","id"
"fibre_segment","poste_source","character varying","NO",,"f",,,,,,"poste_source","code"
"fibre_segment","poste_source","character varying","NO",,"f",,,,,,"referentiel_depart","code"
"fibre_segment","poste_source","character varying","NO",,"f",,,,,,"poste","id"
"fibre_segment","prestataire","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"fibre_segment","prestataire","character varying","YES",,"f",,,,,,"poste","id"
"fibre_segment","prestataire","character varying","YES",,"f",,,,,,"poste","id"
"fibre_segment","prestataire","character varying","YES",,"f",,,,,,"poste_source","code"
"fibre_segment","ref_chantier","character varying","YES",,"f",,,,,,"referentiel_depart","code"
"fibre_segment","ref_chantier","character varying","YES",,"f",,,,,,"poste","id"
"fibre_segment","ref_chantier","character varying","YES",,"f",,,,,,"poste_source","code"
"fibre_segment","ref_chantier","character varying","YES",,"f",,,,,,"poste","id"
"fibre_segment","statut","character varying","NO","'PREVU'::character varying","f",,,,,,"poste_source","code"
"fibre_segment","statut","character varying","NO","'PREVU'::character varying","f",,,,,,"referentiel_depart","code"
"fibre_segment","statut","character varying","NO","'PREVU'::character varying","f",,,,,,"poste","id"
"fibre_segment","statut","character varying","NO","'PREVU'::character varying","f",,,,,,"poste","id"
"fibre_segment","troncon_test","boolean","NO","false","f",,,,,,"poste","id"
"fibre_segment","troncon_test","boolean","NO","false","f",,,,,,"poste","id"
"fibre_segment","troncon_test","boolean","NO","false","f",,,,,,"referentiel_depart","code"
"fibre_segment","troncon_test","boolean","NO","false","f",,,,,,"poste_source","code"
"fibre_segment","type_pose","character varying","NO","'SOUTERRAIN'::character varying","f",,,,,,"referentiel_depart","code"
"fibre_segment","type_pose","character varying","NO","'SOUTERRAIN'::character varying","f",,,,,,"poste","id"
"fibre_segment","type_pose","character varying","NO","'SOUTERRAIN'::character varying","f",,,,,,"poste","id"
"fibre_segment","type_pose","character varying","NO","'SOUTERRAIN'::character varying","f",,,,,,"poste_source","code"
"fibre_segment","updated_at","timestamp with time zone","NO","now()","f",,,,,,"poste_source","code"
"fibre_segment","updated_at","timestamp with time zone","NO","now()","f",,,,,,"referentiel_depart","code"
"fibre_segment","updated_at","timestamp with time zone","NO","now()","f",,,,,,"poste","id"
"fibre_segment","updated_at","timestamp with time zone","NO","now()","f",,,,,,"poste","id"
"fo_interface","adresse_ip","inet","YES",,"f",,,,,,"poste_source","code"
"fo_interface","commentaire","text","YES",,"f",,,,,,"poste_source","code"
"fo_interface","created_at","timestamp with time zone","NO","now()","f",,,,,,"poste_source","code"
"fo_interface","date_commande","date","YES",,"f",,,,,,"poste_source","code"
"fo_interface","date_mise_en_service","date","YES",,"f",,,,,,"poste_source","code"
"fo_interface","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste_source","code"
"fo_interface","marque","character varying","YES",,"f",,,,,,"poste_source","code"
"fo_interface","modele","character varying","YES",,"f",,,,,,"poste_source","code"
"fo_interface","nb_ports_eth","smallint","YES",,"f",,,,,,"poste_source","code"
"fo_interface","nb_ports_fo","smallint","YES",,"f",,,,,,"poste_source","code"
"fo_interface","poste_source","character varying","NO",,"f",,,,,,"poste_source","code"
"fo_interface","protocoles","ARRAY","YES",,"f",,,,,,"poste_source","code"
"fo_interface","ref_marche","character varying","YES",,"f",,,,,,"poste_source","code"
"fo_interface","statut","character varying","NO","'COMMANDE'::character varying","f",,,,,,"poste_source","code"
"fo_interface","type_equipement","character varying","NO",,"f",,,,,,"poste_source","code"
"ild","derniere_maintenance","date","YES",,"f",,,,,,"poste_source","code"
"ild","derniere_maintenance","date","YES",,"f",,,,,,"poste","id"
"ild","etat","character varying","NO","'A_VERIFIER'::character varying","f",,,,,,"poste_source","code"
"ild","etat","character varying","NO","'A_VERIFIER'::character varying","f",,,,,,"poste","id"
"ild","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste_source","code"
"ild","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste","id"
"ild","poste_id","uuid","YES",,"f",,,,,,"poste","id"
"ild","poste_id","uuid","YES",,"f",,,,,,"poste_source","code"
"ild","poste_source","character varying","NO",,"f",,,,,,"poste_source","code"
"ild","poste_source","character varying","NO",,"f",,,,,,"poste","id"
"ild","type","character varying","YES","'SOUTERRAIN'::character varying","f",,,,,,"poste_source","code"
"ild","type","character varying","YES","'SOUTERRAIN'::character varying","f",,,,,,"poste","id"
"ild","x","numeric","YES",,"f",,,,,,"poste_source","code"
"ild","x","numeric","YES",,"f",,,,,,"poste","id"
"ild","y","numeric","YES",,"f",,,,,,"poste","id"
"ild","y","numeric","YES",,"f",,,,,,"poste_source","code"
"ild_historique","ancien_etat","character varying","YES",,"f",,,,,,"ild","id"
"ild_historique","date_evenement","timestamp with time zone","NO","now()","f",,,,,,"ild","id"
"ild_historique","id","uuid","NO","gen_random_uuid()","f",,,,,,"ild","id"
"ild_historique","ild_id","uuid","YES",,"f",,,,,,"ild","id"
"ild_historique","nouvel_etat","character varying","YES",,"f",,,,,,"ild","id"
"incident","commentaire","text","YES",,"f",,,,,,"poste","id"
"incident","date_incident","timestamp with time zone","YES",,"f",,,,,,"poste","id"
"incident","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste","id"
"incident","poste_id","uuid","YES",,"f",,,,,,"poste","id"
"incident","statut","character varying","YES","'OUVERT'::character varying","f",,,,,,"poste","id"
"incident","type_incident","character varying","YES",,"f",,,,,,"poste","id"
"infodepart_enregistre","depart_brut","character varying","NO",,"f",,,,,,"poste_source","code"
"infodepart_enregistre","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste_source","code"
"infodepart_enregistre","poste_source","character varying","NO",,"f",,,,,,"poste_source","code"
"infodepart_enregistre","puissance_enregistree_kva","numeric","YES",,"f",,,,,,"poste_source","code"
"infodepart_enregistre","source","character varying","YES","'DWG_30072025'::character varying","f",,,,,,"poste_source","code"
"jalon_projet","avancement_pct","numeric","YES",,"f",,,,,,"poste_source","code"
"jalon_projet","avancement_pct","numeric","YES",,"f",,,,,,"utilisateur","id"
"jalon_projet","categorie","character varying","NO",,"f",,,,,,"poste_source","code"
"jalon_projet","categorie","character varying","NO",,"f",,,,,,"utilisateur","id"
"jalon_projet","commentaire","text","YES",,"f",,,,,,"utilisateur","id"
"jalon_projet","commentaire","text","YES",,"f",,,,,,"poste_source","code"
"jalon_projet","created_at","timestamp with time zone","NO","now()","f",,,,,,"utilisateur","id"
"jalon_projet","created_at","timestamp with time zone","NO","now()","f",,,,,,"poste_source","code"
"jalon_projet","date_prevue","date","YES",,"f",,,,,,"poste_source","code"
"jalon_projet","date_prevue","date","YES",,"f",,,,,,"utilisateur","id"
"jalon_projet","date_realisee","date","YES",,"f",,,,,,"utilisateur","id"
"jalon_projet","date_realisee","date","YES",,"f",,,,,,"poste_source","code"
"jalon_projet","id","uuid","NO","gen_random_uuid()","f",,,,,,"utilisateur","id"
"jalon_projet","id","uuid","NO","gen_random_uuid()","f",,,,,,"poste_source","code"
"jalon_projet","libelle","character varying","NO",,"f",,,,,,"poste_source","code"
